,SNP,CHR_igv,BP,EFFECTSIZE,SE,P,snps_class_up,snps_class_down,locus_id,GENE,sgd_id
205,206,II,15222,0.223676966965943,0.148075944246083,0.131796283266858,ORF,Verified ORF,YBL105C,PKC1,SGDID:S000000201
206,207,II,17986,0.281720509069809,0.145178221593947,0.0531130530838124,Promoter,Promoter,YBL105C_NFR/NDR,,
207,208,II,19770,0.235547002736643,0.146423868697145,0.108583480205525,ORF,Verified ORF,YBL104C,SEA4,SGDID:S000000200
208,209,II,19836,0.210852998130779,0.146125529913152,0.149919065839472,ORF,Verified ORF,YBL104C,SEA4,SGDID:S000000200
209,210,II,19851,0.216823177153965,0.146531205005809,0.139843453968461,ORF,Verified ORF,YBL104C,SEA4,SGDID:S000000200
210,211,II,21595,0.220540221663971,0.145906460265109,0.131551226999113,Close to 3'-UTR,Close to 3'-UTR,YBL104C,SEA4,SGDID:S000000200
211,212,II,22385,0.243325555351103,0.145942870855171,0.0963484473430121,ORF,Verified ORF,YBL103C,RTG3,SGDID:S000000199
212,213,II,23441,0.324876770099495,0.146925416128064,0.0276645953797515,ORF,Verified ORF,YBL103C,RTG3,SGDID:S000000199
213,214,II,24209,0.284983877173734,0.145935116170941,0.0516317765852095,ORF,Verified ORF,YBL102W,SFT2,SGDID:S000000198
214,215,II,24341,0.300596118573966,0.146195474308435,0.0405053389109598,ORF,Verified ORF,YBL102W,SFT2,SGDID:S000000198
215,216,II,26815,0.296529543102509,0.146041735721222,0.0430607024855749,ORF,Verified ORF,YBL101C,ECM21,SGDID:S000000197
216,217,II,28209,0.233813393851361,0.146413578722599,0.111174313791069,ORF,Verified ORF,YBL101C,ECM21,SGDID:S000000197
217,218,II,28695,0.162624139547608,0.153268186124511,0.289395748899648,Promoter,Promoter,YBL101C_NFR/NDR,,
218,219,II,35849,-1.38653229315678,1.57207848426445,0.378391049022446,Close to 3'-UTR,Close to 3'-UTR,YBL100W-B,YBL100W-B,SGDID:S000002149
219,220,II,35850,0.0881636843774256,1.92479286896689,0.963492175925569,Close to 3'-UTR,Close to 3'-UTR,YBL100W-B,YBL100W-B,SGDID:S000002149
220,221,II,41245,0.144712051112528,0.146175084185917,0.322856503902893,ORF,Verified ORF,YBL097W,BRN1,SGDID:S000000193
221,222,II,43214,0.0664379135607736,0.148709022812036,0.655319064397721,ORF,Dubious ORF,YBL096C,YBL096C,SGDID:S000000192
222,223,II,47104,0.1967256834495,0.144224664580301,0.173429561458328,Close to 3'-UTR,Close to 3'-UTR,YBL092W,RPL32,SGDID:S000000188
223,224,II,50915,0.0995060830287907,0.145928948821241,0.495761752065,ORF,Verified ORF,YBL089W,AVT5,SGDID:S000000185
224,225,II,55834,0.0534105452109557,0.145322466263701,0.713443051856884,ORF,Verified ORF,YBL088C,TEL1,SGDID:S000000184
225,226,II,56422,0.0642223308397706,0.145569998631435,0.65935398080506,ORF,Verified ORF,YBL088C,TEL1,SGDID:S000000184
226,227,II,57715,0.0749462548343724,0.145075301103911,0.605757193326257,ORF,Verified ORF,YBL088C,TEL1,SGDID:S000000184
227,228,II,59046,0.0405868677427861,0.145848305031213,0.780959298456102,ORF,Verified ORF,YBL088C,TEL1,SGDID:S000000184
228,229,II,59191,0.0407323351814854,0.145012929254211,0.778961162828522,ORF,Verified ORF,YBL088C,TEL1,SGDID:S000000184
229,230,II,59383,0.0504321401011822,0.145046065252991,0.728274676345608,Close to 3'-UTR,Close to 3'-UTR,YBL088C,TEL1,SGDID:S000000184
230,231,II,59477,0.0369291647092566,0.147240563978546,0.80210819793182,Close to 3'-UTR,Close to 3'-UTR,YBL088C,TEL1,SGDID:S000000184
231,232,II,59755,0.146450661971923,0.330763073900191,0.65820614766018,Promoter,Promoter,YBL088C_NFR/NDR,,
232,233,II,60471,0.0654488151044456,0.1452245153726,0.652501695321412,Close to 3'-UTR,Close to 3'-UTR,YBL087C,RPL23A,SGDID:S000000183
233,234,II,60478,0.0776534808570293,0.14537331350922,0.593562926201529,Close to 3'-UTR,Close to 3'-UTR,YBL087C,RPL23A,SGDID:S000000183
234,235,II,60786,0.0920436623366243,0.145110252915826,0.526294864073713,Promoter,Promoter,YBL087C_NFR/NDR,,
235,236,II,61035,0.0959052276795423,0.145092690552457,0.509048069213054,Promoter,Promoter,YBL087C_NFR/NDR,,
236,237,II,61071,0.0899620608708918,0.144444508420453,0.533808900504325,Promoter,Promoter,YBL087C_NFR/NDR,,
237,238,II,61675,0.0529177050275125,0.144912552870482,0.715203265664744,ORF,Uncharacterized ORF,YBL086C,YBL086C,SGDID:S000000182
238,239,II,62776,0.0166141778534082,0.151279126133354,0.912610844946414,Promoter,Promoter,YBL086C_NFR/NDR,,
239,240,II,62939,0.0702000368236837,0.144641135808317,0.627736711914916,Close to 3'-UTR,Close to 3'-UTR,YBL086C,YBL086C,SGDID:S000000182
240,241,II,63527,0.0855189682679625,0.145161159451839,0.556150085052621,Close to 3'-UTR,Close to 3'-UTR,YBL086C,YBL086C,SGDID:S000000182
241,242,II,63857,0.0518586845071943,0.145240063622953,0.72126401734961,Close to 3'-UTR,Close to 3'-UTR,YBL085W,BOI1,SGDID:S000000181
242,243,II,65527,-0.0544321537963051,0.144758379484544,0.707127352248144,ORF,Verified ORF,YBL085W,BOI1,SGDID:S000000181
243,244,II,67007,-0.0767786227166929,0.159357376540159,0.630245528422284,Close to 3'-UTR,Close to 3'-UTR,YBL085W,BOI1,SGDID:S000000181
244,245,II,67023,0.162941690045104,0.329535803365416,0.621290170249628,Close to 3'-UTR,Close to 3'-UTR,YBL085W,BOI1,SGDID:S000000181
245,246,II,67024,0.179592254011404,0.33071679779547,0.587445387574054,Close to 3'-UTR,Close to 3'-UTR,YBL085W,BOI1,SGDID:S000000181
246,247,II,67976,0.0282816701276147,0.146865084800498,0.84740722171012,ORF,Verified ORF,YBL084C,CDC27,SGDID:S000000180
247,248,II,69628,0.0662283408432165,0.149264342917666,0.657532534240168,Promoter,Promoter,YBL084C_NFR/NDR,,
248,249,II,71825,-0.16491967312818,0.288584290197898,0.568039113782903,Close to 3'-UTR,Close to 3'-UTR,YBL082C,ALG3,SGDID:S000000178
249,250,II,72389,0.166650299845825,0.145697310055744,0.25347675180851,ORF,Uncharacterized ORF,YBL081W,YBL081W,SGDID:S000000177
250,251,II,72392,-0.009946589234288,0.146958643729939,0.946076370325454,ORF,Uncharacterized ORF,YBL081W,YBL081W,SGDID:S000000177
251,252,II,73646,0.163973582795774,0.143681826617565,0.254549063719856,ORF,Verified ORF,YBL080C,PET112,SGDID:S000000176
252,253,II,74564,0.133468952936973,0.143488258624031,0.352917005488191,ORF,Verified ORF,YBL080C,PET112,SGDID:S000000176
253,254,II,74739,0.0847770427835117,0.1440657314263,0.556599324598038,Promoter,Promoter,YBL080C_NFR/NDR,,
254,255,II,79931,0.228799804009574,0.162004148973951,0.158740169723795,Close to 3'-UTR,Close to 3'-UTR,YBL079W,NUP170,SGDID:S000000175
255,256,II,80748,0.234056103870065,0.149384425635294,0.118056489371855,Promoter,Promoter,YBL078C_NFR/NDR,,
256,257,II,80873,0.23301531166085,0.143946976479018,0.106392429084325,Promoter,Promoter,YBL078C_NFR/NDR,,
257,258,II,81501,0.244335407736694,0.143869625109126,0.0903302198748785,ORF,Verified ORF,YBL076C,ILS1,SGDID:S000000172
258,259,II,83526,0.191759679747853,0.143870526920441,0.183436440600232,ORF,Verified ORF,YBL076C,ILS1,SGDID:S000000172
259,260,II,83845,0.216170644346507,0.143909967868172,0.133959034367123,ORF,Verified ORF,YBL076C,ILS1,SGDID:S000000172
260,261,II,84412,0.210671818378608,0.363653124512053,0.562742240604726,Promoter,Promoter,YBL076C_NFR/NDR,,
261,262,II,84412,0.173419499769731,0.181951961221512,0.341188555262145,Promoter,Promoter,YBL076C_NFR/NDR,,
262,263,II,84447,0.237792055812099,0.14566360388802,0.103471319108018,Promoter,Promoter,YBL076C_NFR/NDR,,
263,264,II,87391,0.24866059495065,0.143121048825031,0.0831862054874523,ORF,Verified ORF,YBL074C,AAR2,SGDID:S000000170
264,265,II,87562,0.250266128836702,0.143478419527923,0.0819811693293202,ORF,Verified ORF,YBL074C,AAR2,SGDID:S000000170
265,266,II,87849,0.265173326514571,0.14338883171863,0.0652459157952108,ORF,Dubious ORF,YBL073W,YBL073W,SGDID:S000000169
266,267,II,87878,0.261369819655871,0.144030645689673,0.0704214460807872,ORF,Dubious ORF,YBL073W,YBL073W,SGDID:S000000169
267,268,II,88125,0.327729055070414,0.159960779546094,0.0412198023147298,Promoter,Promoter,snR56_NFR/NDR,,
268,269,II,89785,0.189803730815862,0.144363998846884,0.189444740354675,Promoter,Promoter,YBL071W-A_NFR/NDR,,
269,270,II,93441,0.182591813055705,0.148719978057813,0.220356715303932,Other features,Replication,ARS203,ARS203,SGDID:S000178041
270,271,II,93588,0.163862262140918,0.154023541991777,0.288111162004611,Promoter,Promoter,ACS_2_93540_+_NFR/NDR,,
271,272,II,93721,0.158965477398883,0.144031733484529,0.270482159808925,ORF,Verified ORF,YBL067C,UBP13,SGDID:S000000163
272,273,II,93952,0.164837495357976,0.143599570881119,0.251788472168167,ORF,Verified ORF,YBL067C,UBP13,SGDID:S000000163
273,274,II,95085,0.170468345375266,0.143782135024623,0.236577092566044,ORF,Verified ORF,YBL067C,UBP13,SGDID:S000000163
274,275,II,103188,0.2028444678341,0.147169943237113,0.168983336428191,ORF,Verified ORF,YBL063W,KIP1,SGDID:S000000159
275,276,II,107124,0.272551484385388,0.14340795851912,0.0581776966458456,ORF,Verified ORF,YBL061C,SKT5,SGDID:S000000157
276,277,II,111645,0.328264098802833,0.143169956080941,0.0224454208664095,ORF,Verified ORF,YBL058W,SHP1,SGDID:S000000154
277,278,II,111916,0.291180080433648,0.143738990779855,0.0435416687257627,ORF,Verified ORF,YBL058W,SHP1,SGDID:S000000154
278,279,II,111931,0.316464246486809,0.143810092293976,0.028413586669665,ORF,Verified ORF,YBL058W,SHP1,SGDID:S000000154
279,280,II,111999,0.340405446427376,0.143131023159181,0.0179252484473673,ORF,Verified ORF,YBL058W,SHP1,SGDID:S000000154
280,281,II,114528,0.340727664296971,0.143965682388498,0.0184852229546904,ORF,Verified ORF,YBL056W,PTC3,SGDID:S000000152
281,282,II,116024,0.313926420948067,0.144485527202449,0.0304662262454436,ORF,Verified ORF,YBL055C,YBL055C,SGDID:S000000151
282,283,II,119244,0.2154514911069,0.158105669129172,0.173843988286743,Close to 3'-UTR,Close to 3'-UTR,YBL054W,TOD6,SGDID:S000000150
283,284,II,119246,0.223481798845026,0.1597697853765,0.162758779692098,Close to 3'-UTR,Close to 3'-UTR,YBL054W,TOD6,SGDID:S000000150
284,285,II,119247,0.25236381900078,0.160808735228758,0.117464300848999,Close to 3'-UTR,Close to 3'-UTR,YBL054W,TOD6,SGDID:S000000150
285,286,II,120090,0.173264735202621,0.144580177185806,0.23156567296452,ORF,Verified ORF,YBL052C,SAS3,SGDID:S000000148
286,287,II,120291,0.149687554068858,0.146313974097261,0.306981418492537,ORF,Verified ORF,YBL052C,SAS3,SGDID:S000000148
287,288,II,120726,0.168441399357452,0.145408006485966,0.247481788885815,ORF,Verified ORF,YBL052C,SAS3,SGDID:S000000148
288,289,II,121716,0.228232854627332,0.14501075001701,0.116405673353442,ORF,Verified ORF,YBL052C,SAS3,SGDID:S000000148
289,290,II,123100,0.189287201739916,0.14537070899491,0.193731174164375,ORF,Verified ORF,YBL051C,PIN4,SGDID:S000000147
290,291,II,124677,0.08355933314354,0.145450687628876,0.566005118722311,ORF,Verified ORF,YBL051C,PIN4,SGDID:S000000147
291,292,II,127636,-0.0657928196602064,0.184015297093543,0.720901297034795,Promoter,Promoter,SUT438_NFR/NDR,,
292,293,II,127887,0.198525651736825,0.14613486145738,0.175169449576827,Close to 3'-UTR,Close to 3'-UTR,YBL049W,MOH1,SGDID:S000000145
293,294,II,128935,0.198924629002672,0.145994454163586,0.173893275810358,ORF,Verified ORF,YBL047C,EDE1,SGDID:S000000143
294,295,II,129053,0.187735993505479,0.146483033239743,0.200816178419008,ORF,Verified ORF,YBL047C,EDE1,SGDID:S000000143
295,296,II,130040,0.178121258072759,0.147415045321866,0.227741592844521,ORF,Verified ORF,YBL047C,EDE1,SGDID:S000000143
296,297,II,130976,0.131265767094604,0.146349702777577,0.370366357288419,ORF,Verified ORF,YBL047C,EDE1,SGDID:S000000143
297,298,II,132199,0.187832647735574,0.146855556722627,0.201726676704671,Promoter,Promoter,YBL046W_NFR/NDR,,
298,299,II,133355,0.268021320313671,0.147502954283281,0.0700561547008286,ORF,Verified ORF,YBL046W,PSY4,SGDID:S000000142
299,300,II,133435,0.251743294317109,0.147905723519915,0.0896259622761369,ORF,Verified ORF,YBL046W,PSY4,SGDID:S000000142
300,301,II,133943,0.175667091218209,0.173622523103536,0.312338195295315,Close to 3'-UTR,Close to 3'-UTR,YBL046W,PSY4,SGDID:S000000142
301,302,II,135183,0.254191430649465,0.147976458405913,0.0867131808085725,ORF,Verified ORF,YBL045C,COR1,SGDID:S000000141
302,303,II,135402,0.295942522887949,0.147733864950625,0.0459183937418495,ORF,Verified ORF,YBL045C,COR1,SGDID:S000000141
303,304,II,135898,0.308920897328475,0.148451353106156,0.0381583282838842,Promoter,Promoter,YBL044W_NFR/NDR,,
304,305,II,135912,0.301716091889154,0.148604290583773,0.0430720927780094,Promoter,Promoter,YBL044W_NFR/NDR,,
305,306,II,135925,0.303310654957758,0.147914006213737,0.0410450886885265,Promoter,Promoter,YBL044W_NFR/NDR,,
306,307,II,136002,0.321258241760275,0.147694550697368,0.030281865094763,ORF,Uncharacterized ORF,YBL044W,YBL044W,SGDID:S000000140
307,308,II,136173,0.276472929987213,0.149008104557078,0.0643693740775505,ORF,Uncharacterized ORF,YBL044W,YBL044W,SGDID:S000000140
308,309,II,138209,0.20058213462987,0.153753725372245,0.192889989735335,Close to 3'-UTR,Close to 3'-UTR,YBL043W,ECM13,SGDID:S000000139
309,310,II,138318,0.19062903264239,0.153350697519198,0.214658929283158,Close to 3'-UTR,Close to 3'-UTR,YBL043W,ECM13,SGDID:S000000139
310,311,II,138695,0.16916919694549,0.150783300804124,0.262652270643489,ORF,Verified ORF,YBL042C,FUI1,SGDID:S000000138
311,312,II,138818,0.184333998478603,0.150455340487402,0.221326456968086,ORF,Verified ORF,YBL042C,FUI1,SGDID:S000000138
312,313,II,139728,0.205382257203772,0.150107078196001,0.172107729634272,ORF,Verified ORF,YBL042C,FUI1,SGDID:S000000138
313,314,II,140174,0.216320548037702,0.15006354575031,0.150322567506607,ORF,Verified ORF,YBL042C,FUI1,SGDID:S000000138
314,315,II,140863,0.248574843491551,0.149860830384417,0.0980635540304188,Promoter,Promoter,YBL041W_NFR/NDR,,
315,316,II,141152,0.189452591082764,0.150530136225166,0.20901771794848,Close to 3'-UTR,Close to 3'-UTR,YBL042C,FUI1,SGDID:S000000138
316,317,II,141292,0.213498148238066,0.149351064619818,0.153743417856155,ORF,Verified ORF,YBL041W,PRE7,SGDID:S000000137
317,318,II,141545,0.207436344589595,0.150106874350664,0.167868802437277,ORF,Verified ORF,YBL041W,PRE7,SGDID:S000000137
318,319,II,145823,0.277661176948111,0.155550240292834,0.0751156979743608,Promoter,Promoter,YBL038W_NFR/NDR,,
319,320,II,145934,0.375534349915132,0.25667466222348,0.144336585257481,Promoter,Promoter,YBL038W_NFR/NDR,,
320,321,II,145980,0.248902895365382,0.157134145430006,0.114085669880822,Promoter,Promoter,YBL038W_NFR/NDR,,
321,322,II,146723,0.296978723224434,0.149407081795469,0.0476154268860273,ORF,Verified ORF,YBL038W,MRPL16,SGDID:S000000134
322,323,II,147946,0.224078644586591,0.151147335269613,0.139094692112316,ORF,Verified ORF,YBL037W,APL3,SGDID:S000000133
323,324,II,150394,0.19593953310965,0.164833467594658,0.235352044872282,Close to 3'-UTR,Close to 3'-UTR,YBL037W,APL3,SGDID:S000000133
324,325,II,151274,-0.0345892925278104,0.258719580544091,0.893720622844656,Promoter,Promoter,YBL036C_NFR/NDR,,
325,326,II,151397,0.0805438055089915,0.151935719749882,0.596363652424463,Promoter,Promoter,YBL036C_NFR/NDR,,
326,327,II,153035,0.0817560062439402,0.150278562870706,0.58676445647682,Unstable transcript,XUT,XUT_2F-43,,
327,328,II,153228,0.0179294575655795,0.151435578372093,0.90582076249052,ORF,Verified ORF,YBL035C,POL12,SGDID:S000000131
328,329,II,153455,0.0041496878025606,0.152581434668138,0.978318339924574,ORF,Verified ORF,YBL035C,POL12,SGDID:S000000131
329,330,II,153732,0.0527611097195917,0.157729258325601,0.738197729818516,Promoter,Promoter,YBL035C_NFR/NDR,,
330,331,II,153815,0.0665183486046641,0.151954947384522,0.661834903444856,Promoter,Promoter,YBL035C_NFR/NDR,,
331,332,II,154160,0.0327426858421398,0.150393499149283,0.827778183611993,ORF,Verified ORF,YBL034C,STU1,SGDID:S000000130
332,333,II,154235,0.0003040316259557,0.151905488950563,0.998404203558483,ORF,Verified ORF,YBL034C,STU1,SGDID:S000000130
333,334,II,155527,0.0007154257149437,0.164876039997797,0.996540302566566,ORF,Verified ORF,YBL034C,STU1,SGDID:S000000130
334,335,II,159870,0.0878642981620588,0.147994964706619,0.553094430385445,Promoter,Promoter,YBL032W_NFR/NDR,,
335,336,II,161229,0.0479674590666246,0.150319870154592,0.749837466754849,ORF,Verified ORF,YBL032W,HEK2,SGDID:S000000128
336,337,II,161451,-0.261072871322002,0.321622625448578,0.417489778809916,Promoter,Promoter,YBL031W_NFR/NDR,,
337,338,II,161451,0.227359848958879,0.322728139695452,0.481590062007665,Promoter,Promoter,YBL031W_NFR/NDR,,
338,339,II,162696,0.0498734069328468,0.149671124437039,0.739166074863402,ORF,Verified ORF,YBL031W,SHE1,SGDID:S000000127
339,340,II,163284,0.0161492436847572,0.147708501853521,0.913001410082669,ORF,Verified ORF,YBL030C,PET9,SGDID:S000000126
340,341,II,164166,0.0376892144749668,0.149069002895136,0.800546237956836,Promoter,Promoter,YBL030C_NFR/NDR,,
341,342,II,165270,0.071487946144795,0.147779788361934,0.62886577570928,Promoter,Promoter,YBL029C-A_NFR/NDR,,
342,343,II,165675,0.0178718717154021,0.150268827832258,0.905396356607287,Close to 3'-UTR,Close to 3'-UTR,YBL029C-A,YBL029C-A,SGDID:S000007591
343,344,II,166404,-0.605110790536539,0.388127841876758,0.119880548950315,ORF,Uncharacterized ORF,YBL029W,YBL029W,SGDID:S000000125
344,345,II,168012,0.0152060981031261,0.18164400225406,0.933331487901205,Promoter,Promoter,YBL027W_NFR/NDR,,
345,346,II,168062,0.0537405714307051,0.148894053394612,0.71836646820571,Promoter,Promoter,YBL027W_NFR/NDR,,
346,347,II,168518,0.0910956928295521,0.147989429900037,0.538584651510073,Promoter,Promoter,YBL028C_NFR/NDR,,
347,348,II,168980,0.0921063385009346,0.147917323686816,0.533891630033907,Close to 3'-UTR,Close to 3'-UTR,YBL027W,RPL19B,SGDID:S000000123
348,349,II,169651,0.0801202856833927,0.148007414598426,0.588624254722928,Close to 3'-UTR,Close to 3'-UTR,YBL027W,RPL19B,SGDID:S000000123
349,350,II,169902,0.0964420215339388,0.247439933583967,0.696949573120579,Promoter,Promoter,SUT440_NFR/NDR,,
350,351,II,169960,-0.0141998087277528,0.23052980373182,0.950919094422896,Promoter,Promoter,SUT440_NFR/NDR,,
351,352,II,170725,0.116734625779798,0.148202225132378,0.431417617387342,Close to 3'-UTR,Close to 3'-UTR,YBL026W,LSM2,SGDID:S000000122
352,353,II,171254,0.0810998047109219,0.148509732569154,0.585348449439886,Promoter,Promoter,YBL025W_NFR/NDR,,
353,354,II,172242,0.0749426329539671,0.146762026437472,0.60992199931099,Promoter,Promoter,YBL024W_NFR/NDR,,
354,355,II,173254,0.077846714548002,0.145632247163971,0.593302339081869,ORF,Verified ORF,YBL024W,NCL1,SGDID:S000000120
355,356,II,173340,0.0775506593805142,0.145615056286385,0.594664211890701,ORF,Verified ORF,YBL024W,NCL1,SGDID:S000000120
356,357,II,173385,0.0848161287495823,0.145737803633938,0.560953292330018,ORF,Verified ORF,YBL024W,NCL1,SGDID:S000000120
357,358,II,173973,0.122199549662927,0.145274841365978,0.40082711000223,ORF,Verified ORF,YBL024W,NCL1,SGDID:S000000120
358,359,II,174714,0.016284701862,0.372865950885702,0.965188628505591,Close to 3'-UTR,Close to 3'-UTR,YBL024W,NCL1,SGDID:S000000120
359,360,II,177341,0.137147391278299,0.144740924246563,0.344013364192818,ORF,Verified ORF,YBL023C,MCM2,SGDID:S000000119
360,361,II,180314,0.0791354110682393,0.144912303184559,0.585347835394569,ORF,Verified ORF,YBL022C,PIM1,SGDID:S000000118
361,362,II,180339,0.0771352700415829,0.145281766032531,0.59579724682094,ORF,Verified ORF,YBL022C,PIM1,SGDID:S000000118
362,363,II,182758,0.0149268878443658,0.144816353258778,0.917962293797535,ORF,Verified ORF,YBL020W,RFT1,SGDID:S000000116
363,364,II,183619,0.0372610300433629,0.145375280847963,0.797861356031953,ORF,Verified ORF,YBL020W,RFT1,SGDID:S000000116
364,365,II,183913,-0.0055103202800787,0.149070875340965,0.97053425971955,ORF,Verified ORF,YBL020W,RFT1,SGDID:S000000116
365,366,II,184146,0.0133110905606314,0.150069322949659,0.929370941619683,Promoter,Promoter,YBL019W_NFR/NDR,,
366,367,II,187176,-0.0879786572969693,0.146105320742639,0.547454774660523,ORF,Verified ORF,YBL017C,PEP1,SGDID:S000000113
367,368,II,191066,-0.0901662751434759,0.147194895854785,0.540559155848902,ORF,Verified ORF,YBL017C,PEP1,SGDID:S000000113
368,369,II,191124,0.153023736708869,0.185894068449672,0.410963055411255,ORF,Verified ORF,YBL017C,PEP1,SGDID:S000000113
369,370,II,191128,-0.19743179909895,0.170966428563981,0.248954021962149,ORF,Verified ORF,YBL017C,PEP1,SGDID:S000000113
370,371,II,191599,-0.166154295730403,0.144963005002913,0.252495345627768,Close to 3'-UTR,Close to 3'-UTR,YBL017C,PEP1,SGDID:S000000113
371,372,II,191762,-0.123532900968625,0.150837959531723,0.41335177891073,Promoter,Promoter,YBL017C_NFR/NDR,,
372,373,II,191763,-0.124737719095146,0.145656474200377,0.392366954580273,Promoter,Promoter,YBL017C_NFR/NDR,,
373,374,II,191959,-0.146825070059889,0.145241855770632,0.31275644247336,Promoter,Promoter,YBL017C_NFR/NDR,,
374,375,II,192390,-0.155199278939701,0.149237210016821,0.299074759991958,Promoter,Promoter,YBL016W_NFR/NDR,,
375,376,II,195759,0.0067028046089001,0.146700428437274,0.963582833472628,Close to 3'-UTR,Close to 3'-UTR,YBL015W,ACH1,SGDID:S000000111
